MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,MAC12,MAC13,MAC14,MAC15,MAC16,MAC17,MAC18,MAC19,MAC20,MAC21,MAC22,MAC23,MAC24,MAC25,MAC26,MAC27,MAC28,MAC29,MAC30,MAC31,MAC32,MAC33,MAC34,MAC35,MAC36,MAC37,MAC38,MAC39,MAC40,MAC41,MAC42,MAC43,MAC44,MAC45,MAC46,MAC47,MAC48,MAC49,MAC50,MAC51,MAC52,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
-83,100,-60,-88,-90,100,-75,-88,100,100,-64,-85,-70,-86,100,100,-80,100,-60,-61,-84,100,-59,-72,-74,100,-60,-85,-63,-62,-48,-71,-56,-63,-88,100,-77,-66,-73,-70,-37,-49,-42,-47,-68,-84,-79,100,-43,-70,-64,-83,54.3,22.4,2,1,1,4,3,1
-84,100,-59,100,-89,100,-72,100,-77,100,-79,-80,-71,-82,100,100,100,100,-61,-59,-89,100,-73,-77,-83,100,-65,-80,-60,-62,-50,-64,-52,-59,-85,100,-75,-65,-69,-70,-34,-50,-45,-45,-73,100,-76,100,-72,-67,-79,-83,54.3,23.3,2,1,1,4,3,1
-82,100,-68,-88,100,100,-72,-83,-75,100,-62,-89,-69,-88,100,100,-79,100,-65,-65,-85,100,-62,-71,-66,100,-63,-83,-62,-68,-49,-61,-58,-62,-83,100,-68,-74,-71,-73,-49,-50,-42,-42,-65,100,-88,100,-61,-60,-73,-84,54.3,24.2,2,1,1,4,3,1
-82,100,-61,-86,100,100,-66,-85,-71,100,-66,-83,-68,-84,100,100,-82,100,-61,-65,100,100,-65,-67,-66,100,-67,-81,-54,-60,-50,-67,-54,-57,-88,100,-54,-70,-61,-76,-33,-53,-35,-45,-62,100,-74,100,-50,-69,-78,-85,53.4,21.5,2,1,1,4,3,1
-82,100,-60,-88,100,100,-70,100,100,100,-65,-84,-65,-83,100,100,-81,100,-59,-57,-83,100,-75,-66,-79,100,-54,-78,-49,-56,-52,-71,-52,-50,-85,100,-66,-64,-78,-70,-38,-52,-42,-47,-59,-81,-78,100,-47,-66,-76,-85,53.4,22.4,2,1,1,4,3,1
100,100,-63,-86,100,100,-69,100,100,100,-69,100,-67,100,100,100,100,100,-66,-51,100,100,-52,-69,-89,100,-51,-76,-47,-56,-53,-68,-51,-48,-90,100,-57,-61,-66,-64,-42,-52,-34,-50,-67,-85,-77,100,-56,-64,-60,-83,53.4,23.3,2,1,1,4,3,1
-88,100,-54,-86,-89,100,-73,-87,100,100,-77,-87,-77,100,100,100,-76,100,-58,-54,100,100,-41,-65,-79,100,-55,-73,-55,-58,-40,-64,-64,-55,-80,100,-59,-65,-63,-72,-36,-45,-44,-51,-77,100,-82,100,-50,-64,-68,-81,53.4,24.2,2,1,1,4,3,1
-82,100,-68,-85,-90,100,-66,-89,100,100,-73,-83,-70,100,100,100,-86,100,-60,-66,100,100,-73,-74,-74,100,-56,-74,-52,-58,-58,-67,-52,-59,-88,100,-62,-70,-61,-76,-50,-53,-32,-41,-62,100,-88,100,-53,-72,-76,-85,52.5,21.5,2,1,1,4,3,1
-80,100,-62,-86,-79,100,-71,-86,-68,100,-77,-83,-62,-85,100,100,-83,100,-66,-64,-82,100,-54,-65,100,100,-57,-70,-59,-65,-49,-66,-51,-63,-86,100,-60,-71,-64,-69,-43,-48,-44,-49,-66,-86,-81,100,-72,-68,-78,-85,52.5,22.4,2,1,1,4,3,1
100,100,-64,-87,-86,100,-75,-90,-70,100,-65,-84,-75,-87,100,100,-76,100,-72,-60,-85,100,-52,-63,-74,100,-52,-76,-59,-67,-43,-65,-49,-61,-84,100,-68,-75,-78,-72,-48,-49,-41,-55,-69,-88,-85,100,-49,-63,-65,-85,52.5,23.3,2,1,1,4,3,1
100,100,-60,-86,-90,100,-71,100,-65,100,-61,-83,-67,-86,100,100,-84,100,-71,-66,100,100,-45,-62,100,100,-52,-76,-63,-63,-42,-54,-53,-66,100,100,-66,-73,-83,-70,-47,-50,-43,-47,-72,100,-83,100,-46,-56,-70,-79,52.5,24.2,2,1,1,4,3,1
-88,100,-59,-82,-80,100,-83,100,-71,100,-75,100,-76,100,100,100,-71,100,-60,-57,-94,100,-50,-69,100,100,-69,-77,-53,-62,-39,-64,-53,-52,-86,100,-64,-64,-73,-67,-49,-52,-63,-56,100,100,-77,-89,-41,-58,-65,-78,54.3,25,2,1,1,4,3,1
100,100,-53,-77,100,100,-69,100,100,100,-77,100,100,100,100,100,-74,100,-58,-57,100,100,-43,-57,-86,100,-69,-73,-55,-59,-45,-49,-51,-47,-79,100,-67,-63,-67,-66,-55,-48,-51,-62,100,100,-71,100,-40,-47,-72,-76,54.3,25.9,2,1,1,4,3,1
100,100,-55,-82,100,100,-81,100,-88,100,-84,100,100,100,100,100,-67,100,-63,-55,100,100,-50,-65,-86,100,-54,-79,-49,-55,-45,-53,-49,-44,-81,100,-69,-60,-60,-66,-41,-45,-50,-60,100,100,-63,-90,-49,-47,-65,-78,54.3,26.7,2,1,1,4,3,1
-90,100,-53,-83,100,100,-87,100,-88,100,-85,100,-82,100,100,100,-75,100,-51,-51,100,100,-58,-68,100,100,-55,-80,-47,-53,-46,-65,-45,-47,-82,100,-68,-59,-70,-69,-41,-41,-54,-67,100,100,-66,-89,-47,-61,-60,-77,54.3,27.6,2,1,1,4,3,1
-87,100,-57,-83,100,100,-86,100,100,100,-84,100,100,100,100,100,-81,100,-54,-52,100,100,-56,-63,-86,100,-53,-77,-48,-57,-42,-63,-48,-42,-79,100,-72,-60,-71,-66,-36,-45,-56,-67,100,100,-70,-89,-48,-66,-59,-76,54.3,28.5,2,1,1,4,3,1
-92,100,-56,-87,-85,100,-89,100,100,100,-90,100,-85,100,100,100,-78,100,-55,-61,100,100,-44,-65,-86,100,-53,-75,-47,-54,-45,-59,-49,-42,-78,100,-61,-60,-64,-70,-33,-47,-62,-63,-87,100,-65,-88,-49,-66,-51,-73,54.3,29.3,2,1,1,4,3,1
-92,100,-66,-89,100,100,-89,100,100,100,-87,100,-85,100,100,100,-74,100,-51,-52,100,100,-50,-65,100,100,-58,-72,-46,-56,-41,-64,-42,-46,-79,100,-62,-56,-68,-75,-42,-48,-64,-68,-87,100,-69,-90,-48,-68,-51,-72,54.3,30.2,2,1,1,4,3,1
-91,100,-66,-88,100,100,-84,100,100,100,-84,100,100,100,100,100,-75,100,-53,-50,100,100,-52,-65,100,100,-52,-73,-48,-53,-52,-63,-45,-43,-77,100,-66,-57,-60,-65,-37,-46,-61,-69,100,100,-62,-86,-67,-69,-49,-72,54.3,31.1,2,1,1,4,3,1
-95,100,-66,-89,-74,100,-89,100,-89,100,-87,100,100,100,100,100,-64,-92,-58,-48,100,100,-48,-63,100,100,-59,-68,-56,-56,-54,-67,-49,-52,-80,100,-63,-58,-62,-63,-40,-47,-57,-75,100,100,-64,-88,-56,-69,-53,-76,54.3,31.9,2,1,1,4,3,1
100,100,-61,-88,-80,100,-85,100,-89,100,-90,100,-89,100,100,100,-73,-89,-55,-45,100,100,-48,-62,100,100,-50,-70,-50,-52,-54,-64,-45,-46,-82,100,-61,-63,-57,-69,-40,-48,-67,-77,100,100,-65,-87,-54,-72,-57,-77,54.3,32.8,2,1,1,4,3,1
100,100,-65,-88,100,100,100,100,100,100,100,100,-90,100,100,100,-76,-89,-55,-54,100,100,-42,-54,100,100,-57,-68,-43,-54,-49,-64,-41,-45,-82,100,-62,-62,-56,-68,-44,-47,-61,-76,100,100,-66,-85,-52,-58,-61,-73,54.3,33.7,2,1,1,4,3,1
100,100,-68,100,-81,100,-87,100,100,100,-88,100,-89,100,100,100,-77,100,-55,-54,100,100,-47,-57,100,100,-50,-66,-43,-50,-51,-67,-45,-44,-88,100,-62,-67,-58,-68,-39,-46,-62,-76,100,100,-59,-86,-54,-71,-50,-69,54.3,34.5,2,1,1,4,3,1
100,100,-62,100,-81,100,-89,100,100,100,100,100,-90,100,100,100,-75,-88,-56,-51,100,100,-58,-72,100,100,-49,-63,-48,-47,-55,-75,-42,-49,-85,100,-59,-63,-58,-69,-41,-56,-75,-78,100,100,-53,-85,-61,-77,-48,-66,54.3,35.4,2,1,1,4,3,1
100,100,-72,-91,100,100,-91,100,100,100,-91,100,-93,100,100,100,-75,-88,-58,-50,100,100,-60,-75,100,100,-51,-61,-45,-44,-54,-77,-40,-51,-78,100,-67,-66,-56,-69,-46,-56,-72,-76,100,100,-53,-87,-62,-77,-49,-69,54.3,36.3,2,1,1,4,3,1
100,100,-74,100,-83,100,100,100,-92,100,100,100,-89,100,100,100,-62,100,-51,-50,100,100,-63,-72,100,100,-48,-62,-39,-47,-56,-81,-38,-48,-83,100,-55,-66,-57,-68,-46,-62,-66,-78,100,100,-56,-88,-72,-81,-44,-64,54.3,37.2,2,1,1,4,3,1
100,100,-82,100,-78,100,100,100,100,100,100,100,100,100,100,100,-62,-89,-56,-48,100,100,-62,-81,100,100,-49,-61,-39,-44,-63,-82,-36,-46,-82,100,-60,-66,-55,-68,-54,-52,-69,-74,100,100,-56,-83,-67,-78,-51,-62,54.3,38,2,1,1,4,3,1
100,100,-74,100,-80,100,-88,100,100,100,100,100,100,100,100,100,-65,-89,-53,-51,100,100,-58,-80,100,100,-55,-66,-39,-43,-62,-75,-41,-57,-86,100,-62,-64,-54,-65,-51,-60,-65,-72,100,100,-67,-83,-72,-79,-46,-54,54.3,38.9,2,1,1,4,3,1
100,100,-75,100,-85,100,100,100,-92,100,100,100,-92,100,100,100,-67,-89,-51,-53,100,100,-54,-70,100,100,-47,-52,-41,-44,-56,-75,-45,-51,-84,100,-60,-59,-57,-66,-66,-60,-65,-78,100,100,-64,-85,-75,-78,-47,-56,54.3,39.8,2,1,1,4,3,1
100,100,-74,100,-74,100,100,100,100,100,-93,100,100,100,100,100,-67,-85,-49,-50,100,100,-60,-69,100,100,-51,-53,-37,-44,-64,-78,-44,-50,-82,100,-63,-60,-58,-68,-53,-58,-64,-81,100,100,-60,-89,-70,-73,-46,-59,54.3,40.6,2,1,1,4,3,1
100,100,100,100,-78,100,-92,100,100,100,-93,100,100,100,100,100,-64,-90,-48,-49,100,100,-64,-82,100,100,-51,-64,-37,-43,-55,-87,-41,-56,100,100,-60,-67,-55,-66,-51,-63,-69,-79,100,100,-62,-88,-71,-81,-49,-70,54.3,41.5,2,1,1,4,3,1
100,100,-72,100,-78,100,-92,100,100,100,100,100,100,100,100,100,-73,-89,-55,-49,100,100,-70,-83,100,100,-50,-66,-40,-45,-62,-86,-39,-61,-86,100,-59,-61,-54,-61,-53,-65,-68,-81,100,100,-71,100,100,-85,-48,-73,54.3,42.4,2,1,1,4,3,1
100,100,-83,100,-82,100,100,100,100,100,100,100,-92,100,100,100,-57,-86,-52,-51,100,100,-65,-84,100,100,-54,-67,-44,-43,-81,-85,-47,-52,-87,100,-57,-60,-54,-63,-57,-63,-69,-78,100,100,-71,100,-79,-86,-49,-70,54.3,43.2,2,1,1,4,3,1
100,100,-88,100,-81,100,100,100,100,100,100,100,100,100,100,100,-58,100,-48,-53,100,100,-66,-85,100,100,-67,-74,-42,-43,-79,-86,-53,-54,-83,100,-61,-64,-60,-67,-65,-66,-71,-79,100,100,-73,100,-79,-86,-50,-67,54.3,44.1,2,1,1,4,3,1
100,100,-62,-82,-81,100,-73,100,-88,100,-73,100,100,100,100,100,-62,100,-53,-51,100,100,-47,-65,-86,100,-62,-72,-50,-54,-34,-50,-50,-59,-81,100,-56,-60,-58,-66,-38,-48,-49,-58,-73,100,-73,100,-49,-50,-60,-77,53.4,25,2,1,1,4,3,1
-87,100,-52,-79,-86,100,-74,100,-83,100,-72,100,-83,100,100,100,-78,100,-57,-51,-91,100,-50,-61,100,100,-61,-72,-55,-60,-41,-51,-47,-56,-77,100,-62,-58,-57,-71,-38,-43,-42,-58,-79,100,-74,100,-48,-52,-65,-82,53.4,25.9,2,1,1,4,3,1
-88,100,-58,-81,100,100,-81,100,-92,100,-80,100,-81,100,100,100,-81,100,-59,-58,-91,100,-61,-68,100,100,-62,-75,-49,-55,-49,-54,-49,-53,-88,100,-67,-59,-59,-71,-40,-44,-49,-63,-77,100,-76,-89,-47,-55,-64,-82,53.4,26.7,2,1,1,4,3,1
100,100,-58,-83,-87,100,-83,100,100,100,-78,100,-84,100,100,100,-75,100,-60,-55,100,100,-57,-66,100,100,-54,-82,-47,-54,-51,-54,-50,-52,-81,100,-58,-62,-62,-74,-41,-48,-54,-68,100,100,-73,-91,-68,-59,-61,-76,53.4,27.6,2,1,1,4,3,1
-94,100,-60,-83,100,100,-87,100,100,100,-85,100,-87,100,100,100,-80,100,-56,-53,100,100,-50,-71,-86,100,-56,-75,-45,-52,-45,-59,-54,-49,-82,100,-64,-61,-66,-70,-39,-40,-56,-69,-79,100,-70,-85,-46,-61,-57,-82,53.4,28.5,2,1,1,4,3,1
-91,100,-70,-87,100,100,-90,100,100,100,-89,100,-85,100,100,100,-78,100,-56,-58,100,100,-56,-71,-86,100,-55,-73,-48,-53,-47,-60,-50,-49,-86,100,-66,-57,-61,-65,-44,-44,-55,-72,100,100,-65,-88,-54,-65,-61,-79,53.4,29.3,2,1,1,4,3,1
100,100,-64,-86,-79,100,-85,100,100,100,-88,100,-90,100,100,100,-75,100,-60,-60,100,100,-56,-64,100,100,-56,-74,-49,-58,-47,-66,-51,-50,100,100,-64,-57,-62,-68,-39,-49,-56,-72,100,100,-65,-87,-53,-64,-64,-72,53.4,30.2,2,1,1,4,3,1
100,100,-66,-88,100,100,-87,100,100,100,-88,100,-89,100,100,100,-75,100,-59,-59,100,100,-55,-59,-87,100,-53,-75,-48,-56,-52,-65,-55,-54,-81,100,-60,-63,-64,-67,-43,-46,-66,-73,100,100,-73,-86,-51,-67,-55,-76,53.4,31.1,2,1,1,4,3,1
100,100,-67,-88,-85,100,-89,100,100,100,-89,100,100,100,100,100,-73,100,-59,-56,100,100,-48,-64,100,100,-54,-71,-54,-57,-51,-67,-57,-53,-84,100,-67,-64,-64,-68,-35,-45,-65,-73,100,100,-67,-86,-45,-65,-53,-71,53.4,31.9,2,1,1,4,3,1
100,100,-69,-85,-86,100,-88,100,100,100,-87,100,-89,100,100,100,-77,-88,-56,-55,100,100,-46,-59,100,100,-56,-65,-60,-52,-59,-64,-50,-52,-80,100,-66,-59,-63,-70,-47,-46,-64,-78,100,100,-62,-87,-55,-66,-50,-68,53.4,32.8,2,1,1,4,3,1
100,100,-71,100,-66,100,100,100,-91,100,-89,100,-94,100,100,100,-74,-89,-57,-56,100,100,-43,-52,100,100,-52,-68,-57,-55,-46,-65,-47,-48,-77,100,-68,-61,-62,-67,-38,-43,-75,-78,100,100,-59,-80,-53,-69,-52,-74,53.4,33.7,2,1,1,4,3,1
100,100,-70,100,100,100,100,100,-91,100,-87,100,100,100,100,100,-66,-90,-52,-63,100,100,-54,-58,100,100,-55,-63,-50,-55,-46,-66,-44,-43,-83,100,-70,-67,-58,-70,-42,-43,100,-82,100,100,-49,-80,-59,-65,-53,-77,53.4,34.5,2,1,1,4,3,1
100,100,-70,100,-83,100,-92,100,-87,100,100,100,-87,100,100,100,-66,100,-58,-57,100,100,-52,-67,100,100,-51,-63,-56,-50,-55,-72,-46,-48,-80,100,-66,-66,-56,-70,-44,-49,-67,-78,100,100,-58,-83,-66,-65,-56,-71,53.4,35.4,2,1,1,4,3,1
100,100,-80,100,-75,100,-93,100,100,100,100,100,100,100,100,100,-74,100,-55,-55,100,100,-60,-70,100,100,-57,-61,-51,-54,-55,-71,-43,-49,-85,100,-69,-68,-61,-67,-49,-55,-66,-81,100,100,-61,-90,-60,-75,-55,-68,53.4,36.3,2,1,1,4,3,1
100,100,-74,100,100,100,100,100,100,100,100,100,-88,100,100,100,-71,100,-50,-54,100,100,-57,-72,100,100,-53,-58,-44,-50,-60,-78,-53,-43,100,100,-66,-65,-54,-66,-50,-53,-68,-83,100,100,-52,-86,-67,-81,-55,-63,53.4,37.2,2,1,1,4,3,1
100,100,-72,100,-79,100,-93,100,100,100,100,100,-91,100,100,100,-70,100,-57,-53,100,100,-60,-79,100,100,-47,-65,-43,-47,-63,-77,-49,-45,100,100,-64,-66,-59,-67,-52,-60,-65,-80,100,100,-57,-84,-64,-79,-48,-61,53.4,38,2,1,1,4,3,1
100,100,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-86,-50,-52,100,100,-65,-74,100,100,-51,-66,-42,-48,-68,-79,-45,-48,100,100,-62,-66,-44,-63,-47,-58,-67,-76,100,100,-56,-87,-72,-79,-45,-63,53.4,38.9,2,1,1,4,3,1
100,100,-80,100,-75,100,100,100,100,100,-93,100,100,100,100,100,-70,-89,-52,-51,100,100,-67,-80,100,100,-54,-57,-43,-46,-69,-80,-47,-47,-80,100,-67,-65,-50,-66,-57,-60,-67,-83,100,100,-66,-85,-68,-77,-48,-56,53.4,39.8,2,1,1,4,3,1
100,100,-78,100,-75,100,100,100,100,100,-87,100,100,100,100,100,-71,-86,-57,-48,100,100,-68,-71,100,100,-50,-51,-38,-43,-64,-81,-49,-42,-75,100,-57,-58,-50,-64,-59,-66,-71,-83,100,100,-64,-89,-71,-77,-46,-69,53.4,40.6,2,1,1,4,3,1
100,100,-80,100,-78,100,100,100,100,100,-90,100,100,100,100,100,-64,-88,-49,-48,100,100,-57,-70,100,100,-61,-64,-38,-43,-69,-84,-41,-48,-76,100,-59,-61,-51,-66,-49,-59,-73,-86,100,100,-76,-89,-65,-82,-51,-69,53.4,41.5,2,1,1,4,3,1
100,100,-85,100,-73,100,100,100,100,100,-90,100,100,100,100,100,-60,-86,-48,-49,100,100,-68,-78,100,100,-60,-68,-38,-46,-73,-86,-38,-52,-80,100,-56,-59,-50,-64,-53,-63,-73,-82,100,100,-76,-89,-66,-84,-49,-69,53.4,42.4,2,1,1,4,3,1
100,100,-86,100,-76,100,100,100,100,100,100,100,-90,100,100,100,-58,-85,-52,-51,100,100,-70,-82,100,100,-60,-70,-37,-43,-76,-85,-43,-46,-85,100,-53,-58,-59,-63,-65,-61,-69,-80,100,100,-72,100,-76,-85,-56,-69,53.4,43.2,2,1,1,4,3,1
100,100,-86,100,-77,100,100,100,100,100,100,100,-90,100,100,100,-61,100,-51,-50,100,100,-70,-86,100,100,-57,-76,-35,-41,-70,-88,-46,-45,-78,100,-55,-59,-60,-66,-61,-66,-69,-83,100,100,-72,100,-76,-88,-58,-70,53.4,44.1,2,1,1,4,3,1
100,100,-67,-84,100,100,100,100,100,100,100,100,-81,100,100,100,-74,100,-63,-60,100,100,-57,-61,100,100,-55,-80,-54,-57,-51,-55,-55,-64,-89,100,-58,-65,-67,-68,-46,-48,-52,-60,100,100,-75,-82,-45,-52,-62,-78,52.6,25,2,1,1,4,3,1
-86,100,-54,-82,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,-70,-65,-90,100,-56,-62,100,100,-54,-75,-61,-57,-43,-53,-50,-65,-86,100,-60,-62,-67,-66,-36,-41,-49,-60,-71,100,-79,100,-42,-48,-64,-83,52.6,25.9,2,1,1,4,3,1
100,100,-52,-85,-86,100,100,100,100,100,100,100,-83,100,100,100,-81,100,-57,-63,-85,100,-53,-65,-89,100,-56,-75,-55,-59,-45,-56,-51,-65,-83,100,-60,-62,-64,-65,-37,-39,-57,-64,100,100,-74,-88,-48,-53,-65,-76,52.6,26.7,2,1,1,4,3,1
100,100,-55,-82,-81,100,100,100,100,100,100,100,-88,100,100,100,-76,100,-56,-60,-95,100,-53,-66,-89,100,-58,-79,-54,-52,-47,-57,-52,-58,-79,100,-66,-67,-54,-60,-34,-41,-62,-66,100,100,-73,-86,-58,-64,-72,-84,52.6,27.6,2,1,1,4,3,1
100,100,-60,100,-79,100,100,100,100,100,-84,100,100,100,100,100,-79,100,-56,-62,-95,100,-59,-70,-91,100,-57,-77,-60,-53,-49,-57,-52,-58,-76,100,-65,-63,-62,-63,-37,-38,-64,-70,100,100,-68,-88,-55,-59,-65,-72,52.6,28.5,2,1,1,4,3,1
100,100,-65,100,100,100,100,100,100,100,-84,100,-91,100,100,100,-75,100,-55,-57,100,100,-53,-68,-88,100,-61,-75,-51,-53,-52,-62,-51,-59,-81,100,-71,-67,-63,-66,-37,-41,-61,-79,100,100,-74,-86,-55,-65,-53,-77,52.6,29.3,2,1,1,4,3,1
100,100,-56,100,-69,100,100,100,100,100,-91,100,-89,100,100,100,-78,100,-56,-63,100,100,-51,-67,-83,100,-58,-74,-49,-57,-51,-63,-52,-55,-81,100,-69,-65,-68,-65,-41,-50,-61,-72,100,100,-70,-90,-56,-68,-62,-77,52.6,30.2,2,1,1,4,3,1
100,100,-66,-89,100,100,100,100,100,100,100,100,-83,100,100,100,-68,-89,-54,-64,100,100,-47,-59,100,100,-65,-78,-51,-55,-47,-66,-57,-55,-73,100,-71,-61,-61,-63,-39,-46,-67,-76,100,100,-67,-88,-58,-68,-57,-77,52.6,31.1,2,1,1,4,3,1
100,100,-61,-89,100,100,100,100,100,100,100,100,100,100,100,100,-70,-87,-60,-61,100,100,-51,-63,100,100,-56,-72,-58,-57,-50,-65,-61,-58,-77,100,-68,-65,-63,-65,-35,-43,-67,-78,100,100,-62,-88,-54,-70,-49,-81,52.6,31.9,2,1,1,4,3,1
100,100,-67,100,-81,100,100,100,100,100,100,100,-87,100,100,100,-71,-87,-56,-58,100,100,-45,-59,-94,100,-56,-65,-51,-56,-56,-66,-59,-62,-79,100,-61,-62,-64,-63,-38,-47,-64,-76,100,100,-63,-85,-56,-69,-50,100,52.6,32.8,2,1,1,4,3,1
100,100,-75,100,-88,100,100,100,100,100,100,100,-88,100,100,100,-80,-87,-55,-55,100,100,-48,-55,100,100,-58,-64,-52,-56,-57,-68,-54,-59,-79,100,-58,-68,-71,-65,-41,-46,-63,-78,100,100,-69,-89,-56,-71,-52,-69,52.6,33.7,2,1,1,4,3,1
100,100,-71,100,-82,100,100,100,100,100,-90,100,-92,100,100,100,-72,100,-54,-56,100,100,-58,-59,-91,100,-62,-66,-52,-52,-53,-67,-63,-52,-81,100,-71,-67,-64,-66,-41,-48,-65,-75,100,100,-56,-84,-59,-68,-59,-73,52.6,34.5,2,1,1,4,3,1
100,100,-68,100,100,100,100,100,100,100,-91,100,100,100,100,100,-69,100,-53,-58,100,100,-55,-66,-91,100,-53,-71,-46,-53,-63,-66,-59,-51,-83,100,-68,-67,-64,-69,-46,-54,-68,-75,100,100,-53,-84,-62,-64,-53,-74,52.6,35.4,2,1,1,4,3,1
100,100,-75,100,-85,100,100,100,100,100,100,100,100,100,100,100,-66,-91,-57,-54,100,100,-59,-75,100,100,-50,-63,-45,-52,-59,-74,-58,-60,-82,100,-64,-66,-62,-65,-48,-56,-69,-79,100,100,-61,-78,-63,-80,-52,-63,52.6,36.3,2,1,1,4,3,1
-97,100,-71,100,-79,100,100,100,100,100,100,100,100,100,100,100,-67,-87,-57,-58,100,100,-59,-76,100,100,-50,-62,-40,-55,-61,-83,-62,-57,-90,100,-67,-65,-66,-61,-43,-58,-66,-80,100,100,-59,-84,-68,-78,-51,-57,52.6,37.2,2,1,1,4,3,1
100,100,-69,100,-70,100,100,100,100,100,100,100,100,100,100,100,-64,-88,-59,-57,100,100,-61,-78,100,100,-53,-62,-38,-50,-59,-85,-53,-49,-85,100,-64,-62,-65,-63,-49,-61,-72,-79,100,100,-57,-87,-74,-81,-51,-52,52.6,38,2,1,1,4,3,1
100,100,-75,100,-82,100,100,100,100,100,100,100,100,100,100,100,-67,-85,-57,-55,100,100,-69,-83,100,100,-57,-62,-38,-54,-64,-82,-50,-45,-87,100,-59,-61,-63,-65,-57,-61,-73,-80,100,100,-56,-87,-70,-79,-50,-52,52.6,38.9,2,1,1,4,3,1
100,100,-80,100,-80,100,100,100,100,100,100,100,100,100,100,100,-61,100,-48,-58,100,100,-69,-79,100,100,-57,-60,-36,-53,-60,-83,-53,-48,-85,100,-54,-64,-71,-65,-50,-62,-72,-73,100,100,-67,-86,-70,-81,-53,-64,52.6,39.8,2,1,1,4,3,1
100,100,-80,100,-83,100,100,100,100,100,100,100,100,100,100,100,-66,100,-47,-53,100,100,-63,-77,100,100,-53,-54,-37,-42,-65,-80,-52,-52,-75,100,-63,-64,-64,-63,-53,-62,-69,-76,100,100,-62,-88,-66,-84,-48,-69,52.6,40.6,2,1,1,4,3,1
100,100,-81,100,-84,100,100,100,-89,100,100,100,100,100,100,100,-61,100,-48,-54,100,100,-57,-76,100,100,-53,-59,-38,-45,-67,-82,-58,-54,-75,100,-61,-61,-69,-65,-62,-64,-68,-79,100,100,-60,-88,-78,-81,-64,-66,52.6,41.5,2,1,1,4,3,1
100,100,-83,100,-79,100,100,100,-89,100,-90,100,100,100,100,100,-67,-86,-49,-51,100,100,-65,-80,100,100,-59,-64,-39,-45,-69,-84,-58,-54,-75,100,-64,-58,-59,-60,-61,-67,-70,-80,100,100,-71,-90,-74,-87,-56,-63,52.6,42.4,2,1,1,4,3,1
100,100,-75,100,-81,100,100,100,100,100,-90,100,100,100,100,100,-60,-88,-49,-57,100,100,-65,-82,100,100,-59,-73,-38,-41,-75,-84,-50,-54,-76,100,-63,-57,-57,-59,-60,-64,-72,-79,100,100,-66,-90,-74,-85,-59,-63,52.6,43.2,2,1,1,4,3,1
100,100,-76,100,-83,100,100,100,100,100,100,100,100,100,100,100,-61,-87,-65,-54,100,100,-72,-83,100,100,-59,-81,-35,-42,-76,-86,-56,-57,-81,100,-69,-58,-67,-59,-52,-56,-70,-73,100,100,-71,100,-71,-83,-62,-71,52.6,44.1,2,1,1,4,3,1
100,100,-85,100,-72,100,100,100,100,100,100,100,100,100,100,100,-66,-87,-51,-51,100,100,-73,-83,100,100,-62,-84,-41,-40,-77,100,-40,-48,-75,100,-46,-58,-46,-59,-52,-62,-67,-83,100,100,-76,100,-77,-88,-54,-72,54.3,45.2,2,1,1,4,3,1
100,100,-82,100,-75,100,100,100,100,100,100,100,100,100,100,100,-67,-87,-52,-48,100,100,-75,-86,100,100,-72,-87,-42,-39,-78,100,-36,-43,-73,100,-44,-56,-53,-61,-61,-68,-69,-83,100,100,-76,100,-83,-90,-70,-83,54.3,46,2,1,1,4,3,1
100,100,-86,100,-79,100,100,100,100,100,100,100,100,100,100,100,-66,100,-48,-46,100,100,-81,100,100,100,-71,-82,-39,-45,-81,-91,-36,-41,-74,100,-44,-56,-49,-64,-56,-66,-69,-81,100,100,-76,100,-90,-88,-68,-89,54.3,46.9,2,1,1,4,3,1
100,100,100,100,-75,100,100,100,100,100,100,100,-92,100,100,100,-61,100,-43,-50,100,100,-85,-86,100,100,-80,-84,-42,-41,-86,-86,-33,-43,-76,100,-49,-54,-58,-60,-56,-61,-68,-79,100,100,-82,100,-80,-83,-68,-80,54.3,47.8,2,1,1,4,3,1
100,100,-87,100,-73,100,100,100,100,100,100,100,100,100,100,100,-71,100,-40,-57,100,100,-88,100,100,100,-82,-89,-37,-43,-87,100,-43,-47,-77,100,-45,-58,-53,-58,-58,-64,-79,-82,100,100,-86,100,-85,-88,-68,-86,54.3,48.6,2,1,1,4,3,1
100,100,-89,100,-80,100,100,100,100,100,100,100,100,100,100,100,-70,100,-48,-52,100,100,-84,100,100,100,-79,-89,-38,-42,-89,100,-38,-43,-75,100,-55,-56,-46,-54,-58,-62,-78,-85,100,100,-89,100,-82,-88,-74,-88,54.3,49.5,2,1,1,4,3,1
100,100,-87,100,-72,100,100,100,100,100,100,100,100,100,100,100,-80,100,-41,-50,100,100,-83,100,100,100,-86,-90,-39,-50,-86,100,-32,-45,-74,100,-83,-55,-49,-55,-64,-65,-77,-81,100,100,-80,100,-83,100,-74,-86,54.3,50.3,2,1,1,4,3,1
